date,text,category,start_lat,start_lon,end_lat,end_lon,categories_standard
9/1/2021,I had a mechanical issue with my vehicle damaged_vehicle__n ot_enough_informati on 30.245115 ‐97.751532 30.245983 ‐97.751247 IFJTZNL6GLBX2 275806643 233,Damaged Vehicle Issues,30.245115,97.751532,30.245983,97.751247,Damaged Vehicle Issues
9/1/2021,I had a mechanical issue with my vehicle damaged_vehicle__n ot_enough_informati on 30.292126 ‐97.735849 30.290947 ‐97.73488 GBUW4MKZCO4CV 276172735 28,Damaged Vehicle Issues,30.292126,97.735849,30.290947,97.73488,Damaged Vehicle Issues
9/1/2021,I was charged incorrectly damaged_vehicle__n ot_enough_informati on 30.306537 ‐97.715558 30.293865 ‐97.742103 YD7UK65KR4MFK 281974395 522,Damaged Vehicle Issues,30.306537,97.715558,30.293865,97.742103,Damaged Vehicle Issues
9/1/2021,damaged_vehicle__n ot_enough_informati on 3494,Damaged Vehicle Issues,,,,,Damaged Vehicle Issues
9/1/2021,I was charged incorrectly damaged_vehicle__p hysical_lock_issue 30.271626 ‐97.740843 30.281267 ‐97.739261 G4SU5SGDXKBU2 276471702 5,Damaged Vehicle Issues,30.271626,97.740843,30.281267,97.739261,Damaged Vehicle Issues
9/1/2021,damaged_vehicle__p hysical_lock_issue 30.265638 ‐97.755732 30.265562 ‐97.746727 5VZ3F5TY6VIHR 278170124 153,Damaged Vehicle Issues,30.265638,97.755732,30.265562,97.746727,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__p hysical_lock_issue 30.280053 ‐97.736604 30.280154 ‐97.736359 AMTOLHKJ3GB6M 287844507 2,Damaged Vehicle Issues,30.280053,97.736604,30.280154,97.736359,Damaged Vehicle Issues
9/1/2021,damaged_vehicle__p hysical_lock_issue 30.270012 ‐97.75399 30.264425 ‐97.720767 5YVCH7OKE5JDQ 276140774 273,Damaged Vehicle Issues,30.270012,97.75399,30.264425,97.720767,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__p hysical_lock_issue 30.231735 ‐97.7332 30.231951 ‐97.73323 OBZNDSFJVMMAV 285164117 55,Damaged Vehicle Issues,30.231735,97.7332,30.231951,97.73323,Damaged Vehicle Issues
9/1/2021,I had a mechanical issue with my vehicle damaged_vehicle__p hysical_lock_issue 30.267326 ‐97.743336 30.26779 ‐97.74336 7PEIUHMISFCV2 285523661 3,Damaged Vehicle Issues,30.267326,97.743336,30.26779,97.74336,Damaged Vehicle Issues
9/1/2021,damaged_vehicle__p hysical_lock_issue 30.239193 ‐97.720477 30.260237 ‐97.73904 ADNW7GO5MKN5A 276733947 318,Damaged Vehicle Issues,30.239193,97.720477,30.260237,97.73904,Damaged Vehicle Issues
9/1/2021,damaged_vehicle__p hysical_lock_issue 30.22578 ‐97.784068 30.227461 ‐97.779992 DBOTIK3M5LETF 282568264 7,Damaged Vehicle Issues,30.22578,97.784068,30.227461,97.779992,Damaged Vehicle Issues
9/1/2021,I was unable to end my ride damaged_vehicle__p hysical_lock_issue 30.290628 ‐97.734536 30.289495 ‐97.734307 54SCXUXNUTNN2 276140884 2,Damaged Vehicle Issues,30.290628,97.734536,30.289495,97.734307,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.235653 ‐97.740876 30.235617 ‐97.740913 6JHGEAGH76ZVE 288298491 5,Damaged Vehicle Issues,30.235653,97.740876,30.235617,97.740913,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.26174 ‐97.739222 30.257389 ‐97.737766 GF7MBV4QKQRA5 283224153 47,Damaged Vehicle Issues,30.26174,97.739222,30.257389,97.737766,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.279673 ‐97.722282 30.28292 ‐97.722907 RXOSXMMWZWEH3 276413051 33,Damaged Vehicle Issues,30.279673,97.722282,30.28292,97.722907,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.248876 ‐97.749666 30.26331 ‐97.744161 MG7JIETIPZDTN 276747095 25,Damaged Vehicle Issues,30.248876,97.749666,30.26331,97.744161,Damaged Vehicle Issues
9/1/2021,I had a mechanical issue with my vehicle damaged_vehicle__t hrottle/accelerator 30.269548 ‐97.746598 30.268847 ‐97.744669 GOUFD7SI2CKDF 279771122 37,Damaged Vehicle Issues,30.269548,97.746598,30.268847,97.744669,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.268482 ‐97.744122 30.268554 ‐97.744798 USZ43YTUMQGR7 275270676 6,Damaged Vehicle Issues,30.268482,97.744122,30.268554,97.744798,Damaged Vehicle Issues
9/1/2021,damaged_vehicle__t hrottle/accelerator 30.26978 ‐97.748392 30.270115 ‐97.74819 4DVCF6QRCFPU4 285748307 2,Damaged Vehicle Issues,30.26978,97.748392,30.270115,97.74819,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.256767 ‐97.743242 30.272803 ‐97.740933 J3VQ7OMSL3OQ4 283126448 4,Damaged Vehicle Issues,30.256767,97.743242,30.272803,97.740933,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.281929 ‐97.741831 30.282149 ‐97.742445 2QC6QQFJS4POC 277918842 25,Damaged Vehicle Issues,30.281929,97.741831,30.282149,97.742445,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.285802 ‐97.741822 30.266708 ‐97.747214 NMCKYOZ7PLQVK 281254014 7,Damaged Vehicle Issues,30.285802,97.741822,30.266708,97.747214,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.260369 ‐97.739213 30.260373 ‐97.739185 62N3WLHOW4337 278919603 3,Damaged Vehicle Issues,30.260369,97.739213,30.260373,97.739185,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.28187 ‐97.742153 30.292554 ‐97.7415 RD6N2GKVWYQWP 280758541 4,Damaged Vehicle Issues,30.28187,97.742153,30.292554,97.7415,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.281827 ‐97.742142 30.292571 ‐97.741467 B3BOWRJJTUYGK 280758416 67,Damaged Vehicle Issues,30.281827,97.742142,30.292571,97.741467,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.234733 ‐97.757246 30.235527 ‐97.756551 TB62G47TXN3P7 283110000 2,Damaged Vehicle Issues,30.234733,97.757246,30.235527,97.756551,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.22869 ‐97.772987 30.26713 ‐97.736265 POXCR4TDH7UUJ 285126780 2625,Damaged Vehicle Issues,30.22869,97.772987,30.26713,97.736265,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 1238,Damaged Vehicle Issues,,,,,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.271196 ‐97.753086 30.272447 ‐97.755458 NQ5DHF7YMZR6G 276423191 640,Damaged Vehicle Issues,30.271196,97.753086,30.272447,97.755458,Damaged Vehicle Issues
9/1/2021,I was unable to end my ride damaged_vehicle__t hrottle/accelerator 30.265086 ‐97.739955 30.266552 ‐97.744804 6F7232MIZC4A7 275769922 30,Damaged Vehicle Issues,30.265086,97.739955,30.266552,97.744804,Damaged Vehicle Issues
9/1/2021,damaged_vehicle__t hrottle/accelerator 30.273687 ‐97.742776 30.273427 ‐97.744148 W2JZV676YGRWL 276380913 29,Damaged Vehicle Issues,30.273687,97.742776,30.273427,97.744148,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.295342 ‐97.743943 30.295384 ‐97.744034 I5BN4DJYAGY6T 280603774 19,Damaged Vehicle Issues,30.295342,97.743943,30.295384,97.744034,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.261979 ‐97.727145 30.258606 ‐97.728506 OAP45W6BT2YVP 277049869 6,Damaged Vehicle Issues,30.261979,97.727145,30.258606,97.728506,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.28872 ‐97.747768 30.283707 ‐97.741873 7NZ6DQFI7C6QS 274584086 101,Damaged Vehicle Issues,30.28872,97.747768,30.283707,97.741873,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.268201 ‐97.749521 30.255815 ‐97.751668 6XW4NU2MN4J6N 279293821 4,Damaged Vehicle Issues,30.268201,97.749521,30.255815,97.751668,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.296631 ‐97.74513 30.29093 ‐97.74143 C62ND4CSGQVAF 281106723 1,Damaged Vehicle Issues,30.296631,97.74513,30.29093,97.74143,Damaged Vehicle Issues
9/1/2021,I had a mechanical issue with my vehicle damaged_vehicle__t hrottle/accelerator 30.259812 ‐97.758962 30.26072 ‐97.75867 E4TWQVGTVEPP2 281531378 354,Damaged Vehicle Issues,30.259812,97.758962,30.26072,97.75867,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.259474 ‐97.711186 30.261597 ‐97.717172 HKTW2ONVWH75N 283553888 4,Damaged Vehicle Issues,30.259474,97.711186,30.261597,97.717172,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.25796 ‐97.746153 30.258109 ‐97.746379 Y75JKOS2M45X4 276364790 3,Damaged Vehicle Issues,30.25796,97.746153,30.258109,97.746379,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.284465 ‐97.741757 30.290373 ‐97.749808 3W4BVJ7KO4343 274581997 408,Damaged Vehicle Issues,30.284465,97.741757,30.290373,97.749808,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.234201 ‐97.779211 30.295375 ‐97.784111 5PACKZP2FWNUL 283840282 2837,Damaged Vehicle Issues,30.234201,97.779211,30.295375,97.784111,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.248845 ‐97.749763 30.237507 ‐97.755005 4JAFE7HVPYWEP 287459912 3,Damaged Vehicle Issues,30.248845,97.749763,30.237507,97.755005,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.239749 ‐97.726979 30.236653 ‐97.714821 ESU7B6JZW75TL 284333404 12,Damaged Vehicle Issues,30.239749,97.726979,30.236653,97.714821,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.279869 ‐97.721343 30.278439 ‐97.730417 PN6E7O75O6LAN 286932221 3,Damaged Vehicle Issues,30.279869,97.721343,30.278439,97.730417,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.264821 ‐97.737996 30.264692 ‐97.738046 76KQDUFJAVHMV 276705187 32,Damaged Vehicle Issues,30.264821,97.737996,30.264692,97.738046,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.253359 ‐97.724709 30.256529 ‐97.723352 UII77K62N5CTX 282184556 14,Damaged Vehicle Issues,30.253359,97.724709,30.256529,97.723352,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.291436 ‐97.734958 30.287962 ‐97.728152 HKR67N3MKKERR 279033976 4,Damaged Vehicle Issues,30.291436,97.734958,30.287962,97.728152,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.289935 ‐97.734272 30.293034 ‐97.735759 WK6I5TI34SEAN 276372904 79,Damaged Vehicle Issues,30.289935,97.734272,30.293034,97.735759,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.263855 ‐97.746059 30.264374 ‐97.747524 LWA6JAGKSIABD 285213033 20,Damaged Vehicle Issues,30.263855,97.746059,30.264374,97.747524,Damaged Vehicle Issues
9/1/2021,I had a mechanical issue with my vehicle damaged_vehicle__t hrottle/accelerator 30.252701 ‐97.73722 30.2529 ‐97.73749 WU7OS662DEPF4 285635382 4,Damaged Vehicle Issues,30.252701,97.73722,30.2529,97.73749,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.23521 ‐97.74124 30.235697 ‐97.740878 WWCYH7A2MAO2O 287849565 2,Damaged Vehicle Issues,30.23521,97.74124,30.235697,97.740878,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.280344 ‐97.737767 30.280414 ‐97.737548 HFEK4KKN6HG73 274896249 217,Damaged Vehicle Issues,30.280344,97.737767,30.280414,97.737548,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.269882 ‐97.749972 30.267036 ‐97.740586 ECGOTABXYQ5JM 285165571 69,Damaged Vehicle Issues,30.269882,97.749972,30.267036,97.740586,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.265446 ‐97.750051 30.265435 ‐97.750218 HJBX2BLRHN6KC 285517357 2,Damaged Vehicle Issues,30.265446,97.750051,30.265435,97.750218,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.291509 ‐97.745309 30.288348 ‐97.741606 KD2PJ26N3VBO3 283919938 6,Damaged Vehicle Issues,30.291509,97.745309,30.288348,97.741606,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.23263 ‐97.736659 30.232473 ‐97.736876 2NSD5SI6KLGRC 287871777 2,Damaged Vehicle Issues,30.23263,97.736659,30.232473,97.736876,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.260854 ‐97.749131 30.268879 ‐97.749851 KP27E35IDMI4Z 279261630 24,Damaged Vehicle Issues,30.260854,97.749131,30.268879,97.749851,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.277541 ‐97.731371 30.274735 ‐97.731896 UOG5GAR5TZXA4 283123958 1,Damaged Vehicle Issues,30.277541,97.731371,30.274735,97.731896,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.271072 ‐97.756599 30.264889 ‐97.762878 4EIQEY5PJKXGL 287512430 9,Damaged Vehicle Issues,30.271072,97.756599,30.264889,97.762878,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.265133 ‐97.739575 30.265072 ‐97.739957 KLNL6PDN6WW5A 283136783 6,Damaged Vehicle Issues,30.265133,97.739575,30.265072,97.739957,Damaged Vehicle Issues
9/1/2021,I had a mechanical issue with my vehicle damaged_vehicle__t hrottle/accelerator 30.259798 ‐97.754591 30.25844 ‐97.75055 24AS3M4LAQI4W 287672198 41,Damaged Vehicle Issues,30.259798,97.754591,30.25844,97.75055,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.261557 ‐97.722534 30.262838 ‐97.714826 TGOLTMILU55BP 267102063 2,Damaged Vehicle Issues,30.261557,97.722534,30.262838,97.714826,Damaged Vehicle Issues
9/1/2021,I couldn't start my trip damaged_vehicle__t hrottle/accelerator 30.256283 ‐97.739388 30.25753 ‐97.739235 35XLTQOOPYK7S 282212258 241,Damaged Vehicle Issues,30.256283,97.739388,30.25753,97.739235,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.230122 ‐97.776009 30.267233 ‐97.736373 KKOJDCFOKJ426 283522405 1354,Damaged Vehicle Issues,30.230122,97.776009,30.267233,97.736373,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.262755 ‐97.741953 30.26015 ‐97.738529 NSZ4CLAFXEPWY 276897161 905,Damaged Vehicle Issues,30.262755,97.741953,30.26015,97.738529,Damaged Vehicle Issues
9/1/2021,I had a mechanical issue with my vehicle damaged_vehicle__t hrottle/accelerator 30.279984 ‐97.735872 30.28079 ‐97.74079 RY3WNGKPFLIJI 280921425 3,Damaged Vehicle Issues,30.279984,97.735872,30.28079,97.74079,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.260353 ‐97.745609 30.260069 ‐97.745884 6VTR7ELN47EMZ 276883137 15,Damaged Vehicle Issues,30.260353,97.745609,30.260069,97.745884,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.265031 ‐97.745551 30.265113 ‐97.745467 NJKOUMCK3YL72 285155961 67,Damaged Vehicle Issues,30.265031,97.745551,30.265113,97.745467,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.276881 ‐97.739186 30.275242 ‐97.737564 DWYU6UQRBVCJR 277330207 43,Damaged Vehicle Issues,30.276881,97.739186,30.275242,97.737564,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.258009 ‐97.73917 30.25369 ‐97.738388 ZR5F2LW5LOC33 283179249 3,Damaged Vehicle Issues,30.258009,97.73917,30.25369,97.738388,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.267592 ‐97.741544 30.255467 ‐97.734742 3NV2HW2HOXFPT 288357330 9,Damaged Vehicle Issues,30.267592,97.741544,30.255467,97.734742,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.238724 ‐97.719877 30.24484 ‐97.723698 UAWZO64RY2YSX 283131467 3,Damaged Vehicle Issues,30.238724,97.719877,30.24484,97.723698,Damaged Vehicle Issues
9/1/2021,damaged_vehicle__t hrottle/accelerator 30.284138 ‐97.743584 30.28401 ‐97.74483 WZLLZ7IFHEN3D 279884989 617,Damaged Vehicle Issues,30.284138,97.743584,30.28401,97.74483,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.263132 ‐97.744873 30.263173 ‐97.744862 QVNMV7EGBF47J 281411980 109,Damaged Vehicle Issues,30.263132,97.744873,30.263173,97.744862,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.254385 ‐97.717691 30.25476 ‐97.729648 ABMAKI527X42Q 288238824 3,Damaged Vehicle Issues,30.254385,97.717691,30.25476,97.729648,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.261565 ‐97.748284 30.264768 ‐97.746492 VY5TDL4U65NCU 278420737 3,Damaged Vehicle Issues,30.261565,97.748284,30.264768,97.746492,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.26501 ‐97.743347 30.250638 ‐97.758828 6XGWDORT4VLZH 283143252 4,Damaged Vehicle Issues,30.26501,97.743347,30.250638,97.758828,Damaged Vehicle Issues
9/1/2021,Scooter did not have power to go damaged_vehicle__t hrottle/accelerator 30.266609 ‐97.737397 30.266481 ‐97.737313 6HM3IELHOKO5D 279241640 158,Damaged Vehicle Issues,30.266609,97.737397,30.266481,97.737313,Damaged Vehicle Issues
9/1/2021,"Bike wouldn't accelerate, cost too much damaged_vehicle__t hrottle/accelerator 373",Damaged Vehicle Issues,,,,,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.283753 ‐97.741886 30.28757 ‐97.741609 2KL4REQS37HKI 285677971 108,Damaged Vehicle Issues,30.283753,97.741886,30.28757,97.741609,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.276453 ‐97.738119 30.275549 ‐97.736195 SJ2EZIH4FRMGH 286011226 3,Damaged Vehicle Issues,30.276453,97.738119,30.275549,97.736195,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.260204 ‐97.738423 30.281969 ‐97.742241 SFOJPCDS64EJF 287053301 2,Damaged Vehicle Issues,30.260204,97.738423,30.281969,97.742241,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.26785 ‐97.749214 30.275314 ‐97.763389 TCP5URRXLP366 286201604 2,Damaged Vehicle Issues,30.26785,97.749214,30.275314,97.763389,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.263943 ‐97.731989 30.259875 ‐97.728121 C34IXY7BCLI2R 281135809 40,Damaged Vehicle Issues,30.263943,97.731989,30.259875,97.728121,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.233439 ‐97.72404 30.233454 ‐97.724056 6VLSGWXPFMOX2 277968356 71,Damaged Vehicle Issues,30.233439,97.72404,30.233454,97.724056,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.267703 ‐97.738372 30.267749 ‐97.738393 DLNURGMGXFILR 275832492 31,Damaged Vehicle Issues,30.267703,97.738372,30.267749,97.738393,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.294273 ‐97.707369 30.294716 ‐97.709461 Y7ZA7NSYZH265 276692005 2,Damaged Vehicle Issues,30.294273,97.707369,30.294716,97.709461,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.26665 ‐97.743239 30.254466 ‐97.748045 NPBWPUWKUQQSX 282356901 4,Damaged Vehicle Issues,30.26665,97.743239,30.254466,97.748045,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.290903 ‐97.748608 30.290899 ‐97.748383 75ZSQ5DBCLMYE 277961724 4,Damaged Vehicle Issues,30.290903,97.748608,30.290899,97.748383,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.258455 ‐97.746239 30.258578 ‐97.746312 CL2EHJGLDAL4C 276365970 3,Damaged Vehicle Issues,30.258455,97.746239,30.258578,97.746312,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.264759 ‐97.741665 30.26456 ‐97.741515 GT4BHHKZ6COVV 278963818 3,Damaged Vehicle Issues,30.264759,97.741665,30.26456,97.741515,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.260523 ‐97.729662 30.262522 ‐97.728168 ITCQFL4N2PRVS 279580352 2,Damaged Vehicle Issues,30.260523,97.729662,30.262522,97.728168,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.267016 ‐97.770783 30.261719 ‐97.761376 6B6326OJBSO2G 288296554 10,Damaged Vehicle Issues,30.267016,97.770783,30.261719,97.761376,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.27772 ‐97.742806 30.264946 ‐97.749479 RSOSLKRPRC4UI 277057703 39,Damaged Vehicle Issues,30.27772,97.742806,30.264946,97.749479,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.280162 ‐97.738258 30.281291 ‐97.740617 RHQG62KTREG2V 286091138 2,Damaged Vehicle Issues,30.280162,97.738258,30.281291,97.740617,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.269817 ‐97.748357 30.264193 ‐97.748071 GJTC3OHKRWKRS 286180285 4,Damaged Vehicle Issues,30.269817,97.748357,30.264193,97.748071,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.273937 ‐97.744492 30.271247 ‐97.735609 WUEHFLGK6UIFD 277235497 5,Damaged Vehicle Issues,30.273937,97.744492,30.271247,97.735609,Damaged Vehicle Issues
9/1/2021,I had a mechanical issue with my vehicle damaged_vehicle__t hrottle/accelerator 30.27179 ‐97.738002 30.28116 ‐97.74068 AIQBMAPNHT2HH 283023204 5,Damaged Vehicle Issues,30.27179,97.738002,30.28116,97.74068,Damaged Vehicle Issues
9/1/2021,I couldn't start my trip damaged_vehicle__t hrottle/accelerator 30.25902 ‐97.71481 30.258924 ‐97.71478 LLLOW2ZS5WBK2 288265372 3,Damaged Vehicle Issues,30.25902,97.71481,30.258924,97.71478,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.285653 ‐97.74195 30.284137 ‐97.721563 7V6ATSBGRON2M 283034261 3,Damaged Vehicle Issues,30.285653,97.74195,30.284137,97.721563,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.290439 ‐97.742612 30.290605 ‐97.742467 4ZON5H3N43URV 284284948 29,Damaged Vehicle Issues,30.290439,97.742612,30.290605,97.742467,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.264506 ‐97.732766 30.264524 ‐97.732848 AZ5YUT64OOZH7 279077398 6,Damaged Vehicle Issues,30.264506,97.732766,30.264524,97.732848,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.258937 ‐97.748548 30.258643 ‐97.748512 576FFKDE6VIOM 286088205 7,Damaged Vehicle Issues,30.258937,97.748548,30.258643,97.748512,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.267772 ‐97.741765 30.267562 ‐97.741724 2T6O3HYEL25ZM 276376884 4,Damaged Vehicle Issues,30.267772,97.741765,30.267562,97.741724,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.293588 ‐97.742603 30.304825 ‐97.726441 I5HFEQHIIII5T 278687971 106,Damaged Vehicle Issues,30.293588,97.742603,30.304825,97.726441,Damaged Vehicle Issues
9/1/2021,My vehicle was broken or stopped working damaged_vehicle__t hrottle/accelerator 30.232877 ‐97.758376 30.210056 ‐97.771998 352YPTWYRFYOD 276489743 3,Damaged Vehicle Issues,30.232877,97.758376,30.210056,97.771998,Damaged Vehicle Issues
9/1/2021,I had a mechanical issue with my vehicle damaged_vehicle__t hrottle/accelerator 30.285143 ‐97.744598 30.28605 ‐97.74494 AUIFMRNTVNZLI 283016527 5,Damaged Vehicle Issues,30.285143,97.744598,30.28605,97.74494,Damaged Vehicle Issues
